reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
aeacc190-3dc0-489d-950c-7b6d7adb948d,Sevi Putri,https://play-lh.googleusercontent.com/a/ACg8ocLhUlFVKWLQRQY64KTFBk2OVVS9cGx3AIr1dc0SSbAKfYxe=mo,mantappppp,5,0,3.8.0,2025-07-02 10:46:06,,,3.8.0
f799ff51-75e9-4c67-94d1-4b5866f7d5fd,RASH FFLY,https://play-lh.googleusercontent.com/a-/ALV-UjVRt6ZgL-rjbi4Ibe0ulAdO1Aujg6REUm0DwRjFJquPaMDmER4,game battle Royale terbaik bagus dah gameplaynya gak kaku kaya...,5,0,,2025-07-02 10:42:07,,,
50a7fb72-6b8a-4289-9f28-4973e4b690db,Siti hana,https://play-lh.googleusercontent.com/a-/ALV-UjUs99cYG8t4a1por0_2mgVGgaBHO8aCSc3iwgNwPu41D_iDZIQ,mantap,5,0,3.8.0,2025-07-02 10:30:13,,,3.8.0
fb371ef5-b904-4185-90a9-c4157fe8d62c,eMil Maulana,https://play-lh.googleusercontent.com/a-/ALV-UjUztb2HDwh6gN2kwPQ-_y1opHEh3_F9G7_fC4Ex0BGy6Xuhg_gKVA,gw maen pubg dari season 2 tp akun gw di hapu ama developer 🥲,1,0,1.4.0,2025-07-02 10:21:52,"Halo pemain,
Anda dapat buka halaman login game>[Bantuan]>pilih adegan masalah yang Anda temui, klik [Pemulihan Akun] untuk tambahkan informasi pengaduan Anda, dan sistem akan meninjaunya untuk Anda.
Jika masih perlukan bantuan lebih lanjut, silakan hubungi kami melalui [Bantuan] di halaman login game.",2025-07-02 15:40:31,1.4.0
e5ec7e58-ee5d-4761-a716-24dfe65196c4,Lirili Larila,https://play-lh.googleusercontent.com/a/ACg8ocJxWfeELvZO7P72Gd3NJktl1IZZE5ZPv37majjdgJEKYd6URw=mo,👍,5,0,3.8.0,2025-07-02 09:34:59,,,3.8.0
352d63e0-745c-45da-8a2b-62881427972a,Satria Traos,https://play-lh.googleusercontent.com/a/ACg8ocIBDx1Z6Z7OIovWZtjgaCWUYhhk7nqAv9oLkGlXZGm3swJ0=mo,"game nya bagus, aku suka, masalahnya pada koneksi nya yang kurang bersahabat pada pemain kuota Smartfren yang sedang FUP😮‍💨, sekali kali bisa lah coba perbaiki koneksi untuk pemain Smartfren yang kuota nya ada pada masa FUP, kami kesusahan😮‍💨🥲",5,0,3.8.0,2025-07-02 09:33:40,"Halo pemain,
Terima kasih atas cinta Anda. Pastikan bahwa internet baik dan perangkat memiliki ruang yang cukup. Anda juga dapat mencoba mengetuk [Perbaiki] pada halaman login game. Jika masih tidak berhasil, silakan hubungi kami melalui [Pusat Pelanggan] dalam game. Kami akan melakukan semua yang kami bisa untuk membantu Anda.",2025-07-02 09:20:54,3.8.0
b7cb2489-a1d0-432a-ac2a-91011066f04e,Allodia 69,https://play-lh.googleusercontent.com/a-/ALV-UjWh3d-KcMFo4-EyqPCXrrLZwdkjRDxv_BFFnl3Zy_epApsy7c8o,no bintang untuk event titan ini khusus nya pada karakter Titan nya yg di gaca . menurut saya karakter Titan ini tidak sesuai dengan pemain / player ANAK2 . Karena di karakter Titan ini sosoknya mirip orang telanjang . jadi event berikut nya buatlah karakter/tokoh yang lebih baik menjunjung nilai adab dan sosok / karakter yang bener2 super Hero . bukan jual karakter porno . tolong di perhatikan game ini banyak anak2 yg bermain,1,0,3.8.0,2025-07-02 09:15:35,"Pemain yang terhormat,
Kami sangat senang menerima saran Anda yang berharga, dan saat ini saran Anda telah berhasil direkam ke dalam latar belakang, kami akan terus mengoptimalkannya. Anda dapat mengikuti komunitas resmi kami, situs web resmi, dan pengumuman game untuk mendapatkan berita dan konten versi game terbaru kami.",2025-07-02 15:34:32,3.8.0
cfb67c7b-99d7-40ee-a033-3d120d9db787,RAFAANJ,https://play-lh.googleusercontent.com/a-/ALV-UjWeQdnmgSQQnkPm0WYcTXPBOFbAY6eyt2Sf-qW0EnvqrKFrodE,"botnya ga normal nembak dikit knock, apalah bot auto aim",1,0,3.8.0,2025-07-02 09:00:26,,,3.8.0
a3eae922-bb8e-4e73-a867-c6b6a8fee517,Mia Restiana,https://play-lh.googleusercontent.com/a/ACg8ocKSONf2wVCmiPeQbSmAWiSftfQZoa4BJoh_1NbxjPMDbmvDYg=mo,flashback 7 thn lalu ga sih ramein lagii,5,0,,2025-07-02 07:32:33,,,
56f0d8d5-6995-45ee-ab52-12d19b67c995,Damar Mar,https://play-lh.googleusercontent.com/a/ACg8ocLuw5PB73b79PluSPi6ZrzGoUMMOz7ZalzjZfa39Bx81w9ssA=mo,permainan ini sangat cocok untuk hp bagus yg hp nya kentang jangan di download Iyah takut patah patah okk🤣🤣🤣🤣🤣,5,0,,2025-07-02 07:26:40,,,
c5dffb0c-453f-44e3-a5c9-4e067e2ab638,Opik Hidayat,https://play-lh.googleusercontent.com/a-/ALV-UjWmNct43hIm61U4Y09e2e28R3xRtdSeyUQXq4mffI0hYH4XXNoQ,menghibur,5,0,3.8.0,2025-07-02 06:54:30,,,3.8.0
37c28c9c-662a-49d5-80f5-d559abc2a7fc,Romy Prayitno,https://play-lh.googleusercontent.com/a-/ALV-UjVsjtp0plQdnUzV5GN1SPCqpUJqvc2wiaGGinSAmsjHxdoyYJqp,"apa ini sudah clear cache jaringan bagus dan stabil server rendah, lagi main logout, lagi main logout ini game makin buruk aja.",1,6,3.8.0,2025-07-02 03:44:59,"Halo pemain,
Kami memahami perasaan Anda. Jika hal ini terjadi, sila pastikan Anda telah memilih server dengan latensi rendah. Jika masih tidak berhasil, silakan hubungi kami melalui [Pusat Pelanggan] dalam Pengaturan game, kami akan senang membantu Anda.",2025-07-01 12:06:50,3.8.0
e9b49511-bb65-4ced-ad02-fe2603c290b6,idink,https://play-lh.googleusercontent.com/a/ACg8ocIyyYq6pYBh3CIcWo1H-tnrr7Bb2cAlpiQGhHFkEyGJCVncs5k=mo,"fps tidak sesuai device, buat nge buka fps aja harus pake config, ini bukan pertama kali, ini semenjak dari dulu, apa kalian hanya mementingkan dagangan saja, tapi tidak memikirkan fps game dan frame device yang sama, misalnya: (hape yang sudah support 120 fps) kenapa di fitur grapic tidak terbuka 120 fps, kenapa selalu ultra, extreme saja gak ke buka. Untuk masalah ini saya kasih bintang 1, sebab hal ini dari semenjak saya pertama main pubg di season 5 masih seperti ini . Trima kasih.",1,2,3.8.0,2025-07-02 03:42:14,"Halo pemain,
Level adaptasi game bervariasi dengan model yang berbeda, dan silakan merujuk ke tampilan dalam game untuk mengetahui tingkat adaptasi yang sebenarnya. Selain itu, untuk memungkinkan pemain menikmati pengalaman mengoperasikan layar yang lebih indah, kami akan terus menambahkan lebih banyak model yang kompatibel dengan game!",2025-07-02 08:58:12,3.8.0
c407dbe9-90d1-46c4-b732-051d68d5a6a9,Isma Wanto,https://play-lh.googleusercontent.com/a/ACg8ocJPMf-nhHySeDIGoRl5pnSzaYmp0rG9vvMkNgdHBgekgCQczQ=mo,"mantap lhc, cuman satu untuk grafiknya bisa GX y di ubah seperti dulu",5,0,3.8.0,2025-07-02 02:54:50,,,3.8.0
cfda3baf-d2ad-4c64-a2ed-9b7886c78211,Bayu Bayu,https://play-lh.googleusercontent.com/a/ACg8ocKgx2NV_0NHuMZTM51HjPB2rb-YHOrAPzZEEdlgGhaxtK9XLQ=mo,sebenarnya permainan ini suda bagus tapi sayangnya sering ketemu musu sama sama level 1 tapi senjatanya level 10 kita kaya bot sekali di tembak mati apa lagi sering ketemu level diatas kita senjatanya rata rata Uda level max. dan banyak sekali cit kita sembunyi bagaianapun dia tau posisi kita. kita jadi sasaran empuk mereka. harusnya pencipta PUBG bisa membedakan level senjata dan bisa mengatasi citer.,5,0,3.8.0,2025-07-02 02:48:22,,,3.8.0
725519aa-fe69-4229-9d38-52e86420f88a,Ferry CrazzyPuppy,https://play-lh.googleusercontent.com/a/ACg8ocIlSYe0ijisSun1e5QzsvQKk0BnvJ3FCSyNRVWXiEOXYgIbCu4=mo,gk bisa di install knp ??????,4,0,3.8.0,2025-07-02 02:21:48,,,3.8.0
859a2749-49d6-4009-a53d-b65110736028,UCOK,https://play-lh.googleusercontent.com/a-/ALV-UjUhptV6Me6O_FKiWgfRjsriad4RZ7UKRtGVibP5qiKtntmkmao,tolong lah kasi Fersi untuk hp yang tidak memadai karena hp saya cuma ram 2 saat bermain drop patah patah,5,0,3.8.0,2025-07-02 00:45:58,,,3.8.0
692069f6-29f5-4632-bc5a-39a16e34efd9,DG SAPPO,https://play-lh.googleusercontent.com/a-/ALV-UjWVWcMEklddJLacG8tlvAXdGo41Duw9VqS11W3KiSpqyVKmicQy,kalau ngelek itu paling jaringan dan hp kentang FIX NYATA...,4,0,,2025-07-02 00:27:53,,,
5b3819e3-7fcb-4fd7-b920-230474ed0088,HANGO,https://play-lh.googleusercontent.com/a/ACg8ocImvsHuzzSUxdyEYRASKc0MggFc2LIVBBbJBpt62PdUDzGMcg=mo,tolong jangan ngelek terus saya cuma pake mode jaringan data seluler saja dan saya juga ingin menyampaikan keluhkan yang telah saya alami kepsetiap bermain di pertempuran selalu saja analog tiba-tiba macet 2 gak jelas kalau pas aku lagi close combed atau sedang lood dan yang lainnya tolong developer faell data nya sesudah di download kenapa tidak masuk ke obb tapi malah masuk ke dalam faell media terimakasih dan sementara saya akan berikan full bintang 5,5,0,,2025-07-01 23:23:48,,,
c7b426bf-3ff0-49ca-8dde-799af4082c76,Atiqah Zayda Rifaya Benga Nuho,https://play-lh.googleusercontent.com/a-/ALV-UjXWPOydCuevLbRbaYISUwvpdJbHkFEOB-yAnGJmaKyzuPmZx9I,"sangat baik untuk hiburan, tetapi kenapa pengaturan tombolnya kembali ke mode awal terus kalau main..sudah ulang kali di setting tetap kembali sendiri",5,0,3.8.0,2025-07-01 22:33:28,,,3.8.0
ba059265-84d0-41d0-bfc7-3f2a4a5e48e0,Bima Satya prawira,https://play-lh.googleusercontent.com/a/ACg8ocLduuHMIpGZBxXLGsYDhc0fZqwDXL-Mn-FqkAbuAk8fMjDwFg=mo,"sinyal bagus tp susah bgt masuk ke game nya ,gak seperti dlu",2,0,,2025-07-01 22:24:57,"Halo pemain,
Kami memahami perasaan Anda. Jika hal ini terjadi, Anda dapat mengetuk [Perbaiki] pada halaman login game, dan pastikan Anda telah memilih server dengan latensi rendah. Jika masih tidak berhasil, silakan hubungi kami melalui [Pusat Pelanggan] dalam Pengaturan game, kami akan senang membantu Anda.",2025-07-02 08:56:11,
85c76165-8ca5-4f1c-81a4-34b1b576ce39,gizz suka Nazuna,https://play-lh.googleusercontent.com/a-/ALV-UjXhQusgnIlQauWcnaZI8IJ5xdXo26f3gs-lh34wY5_BiWscnTO5,"gedek banget sama servernya,dikit-dikit ""server tidak merespon"" apalah.kemaren bilangnya karena sinyal saya,sekarang saya dah ganti wifi baru tapi tetep penyakitnya itu (server tidak merespon).jadi mohon diperbaiki sebelum makin menggila bug servernya",1,0,3.8.0,2025-07-01 22:03:49,"Halo pemain,
Maaf atas pengalaman yang tidak menyenangkan ini. Jika lingkungan internet normal dan masalah seperti itu masih ada setelah memulai ulang game, silakan hubungi kami melalui [Bantuan] di halaman login game, dan beri beberapa informasi mendetail untuk berikan kami menemukan masalahnya, dan kami akan menyelesaikannya secara aktif.",2025-07-02 08:56:35,3.8.0
d89617dd-dc9e-4998-ad6e-21f7389b37b5,Joconias Perreira,https://play-lh.googleusercontent.com/a/ACg8ocJINRktbkG6T0NTmqFamtwCgyufJqAWNfKLqKVs5FKgFBB_MQ=mo,full PUBG mobile 3.9,5,0,3.8.0,2025-07-01 21:32:34,,,3.8.0
6093824e-04b9-4608-b2ec-e267dd5cd0ca,Fahtan Aljabar,https://play-lh.googleusercontent.com/a-/ALV-UjVRf794_eyOOw0QrVyn6NvTA-mAgWBZ3_gCo543zBHI5qFP24Xj,"Sakit mata gw jir, min Adain SUPER DUPER ULTAMILK HD 4K 7896MP",5,0,3.1.0,2025-07-01 21:29:02,,,3.1.0
8d3ce146-6116-4fa7-890a-6f45410420eb,Khusus Tt,https://play-lh.googleusercontent.com/a/ACg8ocImxHD32i1nIEXaoBcrgyq3CKyieCXzsa4v4KfgjxUCFG0KxQ=mo,kasih skin m4 gratis dong min bosen pake panu,5,0,3.8.0,2025-07-01 21:06:29,,,3.8.0
78955dbe-2017-4007-b353-8480809d2a48,Eko Ko,https://play-lh.googleusercontent.com/a-/ALV-UjVuLyKFHsaZYcd-vDsBa7ZDFQvUl-1q9L0Jhg37rcptW9n3gSzO,suka,5,0,,2025-07-01 20:39:15,,,
8c0d61ca-8d32-475d-9a7a-18d0b7d5b17d,julian Asmara,https://play-lh.googleusercontent.com/a/ACg8ocLeodqTdZPixouhME4VASlzNb1q-fJ8X9KL8T5uQCYLnVSbgw=mo,sangatt buruk tidak bisa download data,1,0,,2025-07-01 20:35:52,"Yang terhormat pemain,
Kami sarankan Anda mencoba mengunduh game melalui toko aplikasi seluler(seperti: google play, dll.) atau situs web resmi: https://www.pubgmobile.com. Pastikan bahwa jaringan stabil dan memori yang cukup saat mengunduh. Jika masih tidak berhasil, silakan hubungi kami melalui email secepat mungkin.",2025-07-02 08:54:01,
064282d2-c626-40d0-bca1-f8bbb50cb4f1,Den Herya,https://play-lh.googleusercontent.com/a-/ALV-UjX6vdC9NCLbkDT-ZZf2cAo40TtpGk8Arls7lxR7u7izWUb7Ej3M,game pay to win bangke,1,0,,2025-07-01 20:32:24,"Dear player, every player can enjoy our game's rich game modes and gameplay for free, and any purchase of UC will not have any form of advantage. We hope that every player can have a pleasant gaming experience in PUBG MOBILE. If you have any suggestions, you can provide feedback to us through the in-game customer service.",2025-07-02 08:55:22,
19ccadbe-aa9c-4d35-93ba-73619ce4d8bf,Fauzan Cd,https://play-lh.googleusercontent.com/a/ACg8ocKfRDVKo7VyM60taEGNlUXtgYA2fMKzMipBEXlXS0p3DOBX8Q=mo,biasanya,5,0,,2025-07-01 20:21:57,,,
44a5fa09-4bdb-4ba3-acf8-4bb46679c9d3,Acela,https://play-lh.googleusercontent.com/a-/ALV-UjWCHKq-DHTkUWCGpCPb0XsoO5bIVEzNvAPkqQrBB7MCXoucEBA,luar biasa game yang mantap,5,0,,2025-07-01 20:12:35,,,
3e3e0f42-c55e-4493-86d9-7ce3b87bc2c1,Heriyansyah Heri,https://play-lh.googleusercontent.com/a/ACg8ocKWcNOhG0XAo8M8t9J3bkGd9ACR_I9TNzBjDKM6ljTREz5Kdw=mo,gimana ini game nya lagi asik² nya main tiba² game nya keluar sendiri tolong di perbaiki yg kayak gini sangat meresahkan para pemain lain nya semoga cepat di tangani,3,0,3.8.0,2025-07-01 20:07:56,"Hi, pemain! Kami sangat menyesal, mohon Anda klik [Perbaiki] di sisi kanan layar login game dan bersihkan cache aplikasi, lalu coba lagi setelah memastikan baterai penuh. Jika masih ada anomali, silakan hubungi kami melalui tombol [Bantuan] di sudut kanan atas layar login game, dan berikan informasi detail, seperti: UID dan video anomali, dll.",2025-07-02 08:52:45,3.8.0
61783ad6-93d0-491e-943e-c8a5c603591e,Yehezkiel Sardin,https://play-lh.googleusercontent.com/a-/ALV-UjUFyODlO5hGZ-x_pytUwKSjU3PcKRKfGXWusvDHxuaiBVqoLnQ,good,5,0,3.8.0,2025-07-01 20:00:53,,,3.8.0
e6d99995-058a-419a-ba61-8a5c2b8da9fb,G TOUPAN,https://play-lh.googleusercontent.com/a-/ALV-UjV-Mi76Z5clQ7COD9Am4kpjBUZgvjQAb3J4xxoTn6xmoN3sxwB8,"beeh keren nih game,, apalagi waktu PVP kece abiss,, sumpah gw ngak bohong,, lu yang suka sama game sejenis DN wajib sih mainin nih game",5,0,,2025-07-01 19:59:36,,,
8f409309-3ef9-49e4-9c34-3e06be5cd7a1,tendi kasep,https://play-lh.googleusercontent.com/a/ACg8ocIWtvIKwbaplWAONsv1uNBH-YCKWaG5oKPGPUJRvPo4ErmA4A=mo,bagus,5,0,3.8.0,2025-07-01 19:41:00,,,3.8.0
0ed3b9ae-a05e-405f-937b-b95301b8a99a,Surya Pro,https://play-lh.googleusercontent.com/a-/ALV-UjWjJrHYowFDWt81rkV6Jcg799VMmKBaG6ncGnfXBJFPDugMajKJ,"jujur game ini sudah sangat bagus hanya saja ada satu kekurangan dalam game ini, yakni kesenjangan fps. seringkali saya menemukan musuh yang lincah, yang jelas sekali itu 120fps sedangkan saya main di 45fps ini perbedaan yang membuat kita selalu kalah dalam permainan terutama close combat, jadi saya hanya meminta untuk peng optimis fps, seperti membuka 60fps/90fps bagi pengguna hp yangg terbilang pas Pasan kasian soalnya, terimagaji,,",4,0,3.8.0,2025-07-01 19:03:48,"Halo Surya , kami minta maaf tetapi kami tidak dapat memberikan item atau skin gratis kepada pemain mana pun. Silahkan terus bermain dan Anda akan menemukan item yang Anda inginkan! Jika Anda memiliki masalah dengan item silahkan hubungi kami melalui pesan dukungan pelanggan dalam game. Terima kasih!",2022-06-23 16:01:41,3.8.0
bf900d82-09c6-4dc8-a5c7-a91f67617f27,Risky Virza Peratama,https://play-lh.googleusercontent.com/a-/ALV-UjXEW8eSMIWUDVxig_4XdWkT-Bh5D9_AUwUqYfYUEu13NmZVngU,"teruntuk rian castelo, coba selain update game, upgrade juga hp nya. 😁",5,0,3.8.0,2025-07-01 18:48:39,,,3.8.0
d00cca41-67e7-4ca7-9533-551c5355f118,Putra Madridista,https://play-lh.googleusercontent.com/a-/ALV-UjXCeb3zinZkQzqVPH0RofWw_EIbiF_hhAF-0Wlj5u_u-bI7yco,ok,5,0,,2025-07-01 18:43:15,,,
59009177-2de4-43ae-a54f-84bec2a9ec2c,Afri awan,https://play-lh.googleusercontent.com/a/ACg8ocIzrFXQ4WdkbTjvSCPsVVYLkJhQtP4RExUC1XuiInD5uXSqkQ=mo,cunn,5,0,,2025-07-01 18:30:33,,,
a0d5416c-cbfe-44c1-8c76-b3586ac956d5,Wijoko,https://play-lh.googleusercontent.com/a-/ALV-UjW7e5u5T56Qtpwgeiv_0DMtOHgKac4e25XLK6b0BELZ6np8ORvMrA,"kenapa jadi patah2 gerakannya..?? mau ngehindar aja susah apalagi mau battle, pdhl sblmnya lancar2 aja...",2,0,3.8.0,2025-07-01 18:17:24,"Hi, pemain! Kami menyesal bahwa Anda telah mengalami beberapa pengalaman yang tidak menyenangkan. Kami menyarankan Anda untuk mengklik tombol [Perbaiki] di layar login game untuk mencoba perbaikan. Jika masalah masih belum terselesaikan, Anda dapat menghubungi kami melalui layanan pelanggan di dalam game, kami akan dengan senang hati membantu Anda.",2025-07-01 19:00:29,3.8.0
818b0aa0-bb50-4b17-bca7-5ef7c908bffe,Bram stroll hd 73,https://play-lh.googleusercontent.com/a-/ALV-UjXQQ5L4eztHYKqp2jB1qDyUvgWr1PA8AMQaCnOz580AGp_YQd4e,baru masuk dan al hasil ada notif ky gitu dan maksudnya apa aku mau download grafic malah notif tdk jelas di game pubg nya not enegouh storage space on the mobile phone. please free up more space and try again,5,0,3.8.0,2025-07-01 17:48:07,,,3.8.0
12830ec9-b129-413d-a62d-f31bb6bfa224,Ghus Tinus,https://play-lh.googleusercontent.com/a-/ALV-UjVrf8pZWuj2si2sPlPljt3STHWs-L8RyryQQLc9Xim2L29tMHow,5 bintang tapi selalau mau instal ulang terus knapa,5,0,,2025-07-01 17:18:58,,,
c7672a58-3840-45dd-a9c2-a4e15b87f029,RIAN Yt channel,https://play-lh.googleusercontent.com/a-/ALV-UjVwXs4n6klv9zNXBcf3vyMDvC-b_N4oI-ETMn3jIl3AvKnqC3c,"gak bisa di buka,,",1,0,3.8.0,2025-07-01 16:56:23,"Hi, pemain! Kami sangat menyesal, mohon Anda klik [Perbaiki] di sisi kanan layar login game dan bersihkan cache aplikasi, lalu coba lagi setelah memastikan baterai penuh. Jika masih ada anomali, silakan hubungi kami melalui tombol [Bantuan] di sudut kanan atas layar login game, dan berikan informasi detail, seperti: UID dan video anomali, dll.",2025-07-01 18:00:54,3.8.0
6b7c35ab-0b6b-4d2d-9d41-de15edabfd3c,Muhamad Faisal,https://play-lh.googleusercontent.com/a/ACg8ocLWzA-VLqky1ghoZnFhuKT0HusqAfRWaNDvy8jUT1MTaOHOWw=mo,Good Game tapi kalau bisa aga ringan yang tidak mengurangi hal hal apapun hp ketang gua,5,0,,2025-07-01 16:44:43,,,
c4e61180-fc10-467c-ac4f-d4ca9d5460ed,Farel Febriansya,https://play-lh.googleusercontent.com/a/ACg8ocJLYYwoFUwHvvCSKMmzXVt7NAC7YarKeXz-mKh0nLnmG-kUvw=mo,buat akun baru aja ribet ya apa lagi download 1 giga abisin Kouta aja dasar sampah,1,0,3.8.0,2025-07-01 15:51:26,"Yang terhormat pemain,
Kami mementingkan umpan balik Anda, mengunduh game akan habiskan sejumlah memori di perangkat. Saat mengunduh, mencoba hapus cache untuk pastikan perangkat ada memori yang cukup, dan pastikan berada di lingkungan Internet yang stabil. Kami akan terus mengoptimalkan untuk memberi Anda pengalaman mengunduh yang lebih nyaman.",2025-07-01 18:01:35,3.8.0
ec52d924-a57c-4acb-ac3d-aaad9e5a897d,Wahyu Gaming,https://play-lh.googleusercontent.com/a-/ALV-UjVmAM7rmv3ZTqGFxOvRZXQblfNePKu5Vg3oT5_iGWue3ZZ3Fg,kalo bisa eventnya itu segera muncul jangan terlalu lama dari jadwal rilis,5,64,3.8.0,2025-07-01 14:13:30,,,3.8.0
1fa1a837-89f1-4494-b4ea-543d35aa3e71,Dodo Dotcom,https://play-lh.googleusercontent.com/a/ACg8ocJGDVj_Qah-3wzHp5_Z2nM_Hrat7bHw3vkPQHq7CNiTEngbYw=mo,"game yg secara tdk langsung rasis pada pemainnya, misalkan hp lo dibawah 4jt pasti aka ngeprem parah ketemu pemain yg hpnya lebih mahal, sehingga orang yg menggunakan hp dibawah 4jt, tidak pantas main di tier ace dominator keatas,,, bukannya gw sok tau tapi gw main pubg dari season 7 sampai sekarang...",3,0,,2025-07-01 13:54:39,,,
