reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,cleaned,sentiment,aspect
7c850685-6539-409b-b0bd-b0f1f88ecb0b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bug meresahkan,1,0,3.8.0,2025-07-02 10:47:12,"Hai pemain, kami mementingkan pengalaman permainan anda. Namun kami tidak dapat mengesan soalan anda mengikut penerangan anda. Untuk membantu anda menyelesaikan soalan secepat mungkin, sila hubungi kami melalui dalam permainan dan berikan masa kejadian bug dan penerangan terperinci, kami akan berkhidmat anda dengan sepenuh hati.",2025-07-02 15:43:53,3.8.0,bug meresahkan,Negative,['bug']
aeacc190-3dc0-489d-950c-7b6d7adb948d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantappppp,5,0,3.8.0,2025-07-02 10:46:06,,,3.8.0,mantappppp,Positive,['Lainnya']
f799ff51-75e9-4c67-94d1-4b5866f7d5fd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game battle Royale terbaik bagus dah gameplaynya gak kaku kaya...,5,0,,2025-07-02 10:42:07,,,,game battle royale terbaik bagus dah gameplaynya gak kaku kaya,Positive,['gameplay']
50a7fb72-6b8a-4289-9f28-4973e4b690db,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,3.8.0,2025-07-02 10:30:13,,,3.8.0,mantap,Positive,['Lainnya']
fb371ef5-b904-4185-90a9-c4157fe8d62c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gw maen pubg dari season 2 tp akun gw di hapu ama developer 🥲,1,0,1.4.0,2025-07-02 10:21:52,"Halo pemain,
Anda dapat buka halaman login game>[Bantuan]>pilih adegan masalah yang Anda temui, klik [Pemulihan Akun] untuk tambahkan informasi pengaduan Anda, dan sistem akan meninjaunya untuk Anda.
Jika masih perlukan bantuan lebih lanjut, silakan hubungi kami melalui [Bantuan] di halaman login game.",2025-07-02 15:40:31,1.4.0,gw maen pubg dari season tp akun gw di hapu ama developer 🥲,Negative,['Lainnya']
e5ec7e58-ee5d-4761-a716-24dfe65196c4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👍,5,0,3.8.0,2025-07-02 09:34:59,,,3.8.0,👍,Positive,['Lainnya']
352d63e0-745c-45da-8a2b-62881427972a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"game nya bagus, aku suka, masalahnya pada koneksi nya yang kurang bersahabat pada pemain kuota Smartfren yang sedang FUP😮‍💨, sekali kali bisa lah coba perbaiki koneksi untuk pemain Smartfren yang kuota nya ada pada masa FUP, kami kesusahan😮‍💨🥲",5,0,3.8.0,2025-07-02 09:33:40,"Halo pemain,
Terima kasih atas cinta Anda. Pastikan bahwa internet baik dan perangkat memiliki ruang yang cukup. Anda juga dapat mencoba mengetuk [Perbaiki] pada halaman login game. Jika masih tidak berhasil, silakan hubungi kami melalui [Pusat Pelanggan] dalam game. Kami akan melakukan semua yang kami bisa untuk membantu Anda.",2025-07-02 09:20:54,3.8.0,game nya bagus aku suka masalahnya pada koneksi nya yang kurang bersahabat pada pemain kuota smartfren yang sedang fup😮‍💨 sekali kali bisa lah coba perbaiki koneksi untuk pemain smartfren yang kuota nya ada pada masa fup kami kesusahan😮‍💨🥲,Positive,['Lainnya']
b7cb2489-a1d0-432a-ac2a-91011066f04e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,no bintang untuk event titan ini khusus nya pada karakter Titan nya yg di gaca . menurut saya karakter Titan ini tidak sesuai dengan pemain / player ANAK2 . Karena di karakter Titan ini sosoknya mirip orang telanjang . jadi event berikut nya buatlah karakter/tokoh yang lebih baik menjunjung nilai adab dan sosok / karakter yang bener2 super Hero . bukan jual karakter porno . tolong di perhatikan game ini banyak anak2 yg bermain,1,0,3.8.0,2025-07-02 09:15:35,"Pemain yang terhormat,
Kami sangat senang menerima saran Anda yang berharga, dan saat ini saran Anda telah berhasil direkam ke dalam latar belakang, kami akan terus mengoptimalkannya. Anda dapat mengikuti komunitas resmi kami, situs web resmi, dan pengumuman game untuk mendapatkan berita dan konten versi game terbaru kami.",2025-07-02 15:34:32,3.8.0,no bintang untuk event titan ini khusus nya pada karakter titan nya yg di gaca menurut saya karakter titan ini tidak sesuai dengan pemain player anak karena di karakter titan ini sosoknya mirip orang telanjang jadi event berikut nya buatlah karaktertokoh yang lebih baik menjunjung nilai adab dan sosok karakter yang bener super hero bukan jual karakter porno tolong di perhatikan game ini banyak anak yg bermain,Negative,['Lainnya']
cfb67c7b-99d7-40ee-a033-3d120d9db787,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"botnya ga normal nembak dikit knock, apalah bot auto aim",1,0,3.8.0,2025-07-02 09:00:26,,,3.8.0,botnya ga normal nembak dikit knock apalah bot auto aim,Negative,['Lainnya']
a3eae922-bb8e-4e73-a867-c6b6a8fee517,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,flashback 7 thn lalu ga sih ramein lagii,5,0,,2025-07-02 07:32:33,,,,flashback thn lalu ga sih ramein lagii,Positive,['server']
56f0d8d5-6995-45ee-ab52-12d19b67c995,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,permainan ini sangat cocok untuk hp bagus yg hp nya kentang jangan di download Iyah takut patah patah okk🤣🤣🤣🤣🤣,5,0,,2025-07-02 07:26:40,,,,permainan ini sangat cocok untuk hp bagus yg hp nya kentang jangan di download iyah takut patah patah okk🤣🤣🤣🤣🤣,Positive,['Lainnya']
c5dffb0c-453f-44e3-a5c9-4e067e2ab638,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,menghibur,5,0,3.8.0,2025-07-02 06:54:30,,,3.8.0,menghibur,Positive,['Lainnya']
37c28c9c-662a-49d5-80f5-d559abc2a7fc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"apa ini sudah clear cache jaringan bagus dan stabil server rendah, lagi main logout, lagi main logout ini game makin buruk aja.",1,6,3.8.0,2025-07-02 03:44:59,"Halo pemain,
Kami memahami perasaan Anda. Jika hal ini terjadi, sila pastikan Anda telah memilih server dengan latensi rendah. Jika masih tidak berhasil, silakan hubungi kami melalui [Pusat Pelanggan] dalam Pengaturan game, kami akan senang membantu Anda.",2025-07-01 12:06:50,3.8.0,apa ini sudah clear cache jaringan bagus dan stabil server rendah lagi main logout lagi main logout ini game makin buruk aja,Negative,['server']
e9b49511-bb65-4ced-ad02-fe2603c290b6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"fps tidak sesuai device, buat nge buka fps aja harus pake config, ini bukan pertama kali, ini semenjak dari dulu, apa kalian hanya mementingkan dagangan saja, tapi tidak memikirkan fps game dan frame device yang sama, misalnya: (hape yang sudah support 120 fps) kenapa di fitur grapic tidak terbuka 120 fps, kenapa selalu ultra, extreme saja gak ke buka. Untuk masalah ini saya kasih bintang 1, sebab hal ini dari semenjak saya pertama main pubg di season 5 masih seperti ini . Trima kasih.",1,2,3.8.0,2025-07-02 03:42:14,"Halo pemain,
Level adaptasi game bervariasi dengan model yang berbeda, dan silakan merujuk ke tampilan dalam game untuk mengetahui tingkat adaptasi yang sebenarnya. Selain itu, untuk memungkinkan pemain menikmati pengalaman mengoperasikan layar yang lebih indah, kami akan terus menambahkan lebih banyak model yang kompatibel dengan game!",2025-07-02 08:58:12,3.8.0,fps tidak sesuai device buat nge buka fps aja harus pake config ini bukan pertama kali ini semenjak dari dulu apa kalian hanya mementingkan dagangan saja tapi tidak memikirkan fps game dan frame device yang sama misalnya hape yang sudah support fps kenapa di fitur grapic tidak terbuka fps kenapa selalu ultra extreme saja gak ke buka untuk masalah ini saya kasih bintang sebab hal ini dari semenjak saya pertama main pubg di season masih seperti ini trima kasih,Negative,['gameplay']
c407dbe9-90d1-46c4-b732-051d68d5a6a9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mantap lhc, cuman satu untuk grafiknya bisa GX y di ubah seperti dulu",5,0,3.8.0,2025-07-02 02:54:50,,,3.8.0,mantap lhc cuman satu untuk grafiknya bisa gx y di ubah seperti dulu,Positive,['grafik']
cfda3baf-d2ad-4c64-a2ed-9b7886c78211,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sebenarnya permainan ini suda bagus tapi sayangnya sering ketemu musu sama sama level 1 tapi senjatanya level 10 kita kaya bot sekali di tembak mati apa lagi sering ketemu level diatas kita senjatanya rata rata Uda level max. dan banyak sekali cit kita sembunyi bagaianapun dia tau posisi kita. kita jadi sasaran empuk mereka. harusnya pencipta PUBG bisa membedakan level senjata dan bisa mengatasi citer.,5,0,3.8.0,2025-07-02 02:48:22,,,3.8.0,sebenarnya permainan ini suda bagus tapi sayangnya sering ketemu musu sama sama level tapi senjatanya level kita kaya bot sekali di tembak mati apa lagi sering ketemu level diatas kita senjatanya rata rata uda level max dan banyak sekali cit kita sembunyi bagaianapun dia tau posisi kita kita jadi sasaran empuk mereka harusnya pencipta pubg bisa membedakan level senjata dan bisa mengatasi citer,Positive,['server']
725519aa-fe69-4229-9d38-52e86420f88a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gk bisa di install knp ??????,4,0,3.8.0,2025-07-02 02:21:48,,,3.8.0,gk bisa di install knp,Positive,['Lainnya']
859a2749-49d6-4009-a53d-b65110736028,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tolong lah kasi Fersi untuk hp yang tidak memadai karena hp saya cuma ram 2 saat bermain drop patah patah,5,0,3.8.0,2025-07-02 00:45:58,,,3.8.0,tolong lah kasi fersi untuk hp yang tidak memadai karena hp saya cuma ram saat bermain drop patah patah,Positive,['Lainnya']
692069f6-29f5-4632-bc5a-39a16e34efd9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kalau ngelek itu paling jaringan dan hp kentang FIX NYATA...,4,0,,2025-07-02 00:27:53,,,,kalau ngelek itu paling jaringan dan hp kentang fix nyata,Positive,['Lainnya']
5b3819e3-7fcb-4fd7-b920-230474ed0088,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tolong jangan ngelek terus saya cuma pake mode jaringan data seluler saja dan saya juga ingin menyampaikan keluhkan yang telah saya alami kepsetiap bermain di pertempuran selalu saja analog tiba-tiba macet 2 gak jelas kalau pas aku lagi close combed atau sedang lood dan yang lainnya tolong developer faell data nya sesudah di download kenapa tidak masuk ke obb tapi malah masuk ke dalam faell media terimakasih dan sementara saya akan berikan full bintang 5,5,0,,2025-07-01 23:23:48,,,,tolong jangan ngelek terus saya cuma pake mode jaringan data seluler saja dan saya juga ingin menyampaikan keluhkan yang telah saya alami kepsetiap bermain di pertempuran selalu saja analog tibatiba macet gak jelas kalau pas aku lagi close combed atau sedang lood dan yang lainnya tolong developer faell data nya sesudah di download kenapa tidak masuk ke obb tapi malah masuk ke dalam faell media terimakasih dan sementara saya akan berikan full bintang,Positive,"['bug', 'gameplay', 'server']"
c7b426bf-3ff0-49ca-8dde-799af4082c76,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sangat baik untuk hiburan, tetapi kenapa pengaturan tombolnya kembali ke mode awal terus kalau main..sudah ulang kali di setting tetap kembali sendiri",5,0,3.8.0,2025-07-01 22:33:28,,,3.8.0,sangat baik untuk hiburan tetapi kenapa pengaturan tombolnya kembali ke mode awal terus kalau mainsudah ulang kali di setting tetap kembali sendiri,Positive,"['gameplay', 'kontrol']"
ba059265-84d0-41d0-bfc7-3f2a4a5e48e0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sinyal bagus tp susah bgt masuk ke game nya ,gak seperti dlu",2,0,,2025-07-01 22:24:57,"Halo pemain,
Kami memahami perasaan Anda. Jika hal ini terjadi, Anda dapat mengetuk [Perbaiki] pada halaman login game, dan pastikan Anda telah memilih server dengan latensi rendah. Jika masih tidak berhasil, silakan hubungi kami melalui [Pusat Pelanggan] dalam Pengaturan game, kami akan senang membantu Anda.",2025-07-02 08:56:11,,sinyal bagus tp susah bgt masuk ke game nya gak seperti dlu,Negative,['Lainnya']
85c76165-8ca5-4f1c-81a4-34b1b576ce39,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gedek banget sama servernya,dikit-dikit ""server tidak merespon"" apalah.kemaren bilangnya karena sinyal saya,sekarang saya dah ganti wifi baru tapi tetep penyakitnya itu (server tidak merespon).jadi mohon diperbaiki sebelum makin menggila bug servernya",1,0,3.8.0,2025-07-01 22:03:49,"Halo pemain,
Maaf atas pengalaman yang tidak menyenangkan ini. Jika lingkungan internet normal dan masalah seperti itu masih ada setelah memulai ulang game, silakan hubungi kami melalui [Bantuan] di halaman login game, dan beri beberapa informasi mendetail untuk berikan kami menemukan masalahnya, dan kami akan menyelesaikannya secara aktif.",2025-07-02 08:56:35,3.8.0,gedek banget sama servernyadikitdikit server tidak merespon apalahkemaren bilangnya karena sinyal sayasekarang saya dah ganti wifi baru tapi tetep penyakitnya itu server tidak meresponjadi mohon diperbaiki sebelum makin menggila bug servernya,Negative,"['bug', 'server']"
d89617dd-dc9e-4998-ad6e-21f7389b37b5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,full PUBG mobile 3.9,5,0,3.8.0,2025-07-01 21:32:34,,,3.8.0,full pubg mobile,Positive,['Lainnya']
6093824e-04b9-4608-b2ec-e267dd5cd0ca,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sakit mata gw jir, min Adain SUPER DUPER ULTAMILK HD 4K 7896MP",5,0,3.1.0,2025-07-01 21:29:02,,,3.1.0,sakit mata gw jir min adain super duper ultamilk hd k mp,Positive,['grafik']
8d3ce146-6116-4fa7-890a-6f45410420eb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kasih skin m4 gratis dong min bosen pake panu,5,0,3.8.0,2025-07-01 21:06:29,,,3.8.0,kasih skin m gratis dong min bosen pake panu,Positive,['Lainnya']
78955dbe-2017-4007-b353-8480809d2a48,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,suka,5,0,,2025-07-01 20:39:15,,,,suka,Positive,['Lainnya']
8c0d61ca-8d32-475d-9a7a-18d0b7d5b17d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangatt buruk tidak bisa download data,1,0,,2025-07-01 20:35:52,"Yang terhormat pemain,
Kami sarankan Anda mencoba mengunduh game melalui toko aplikasi seluler(seperti: google play, dll.) atau situs web resmi: https://www.pubgmobile.com. Pastikan bahwa jaringan stabil dan memori yang cukup saat mengunduh. Jika masih tidak berhasil, silakan hubungi kami melalui email secepat mungkin.",2025-07-02 08:54:01,,sangatt buruk tidak bisa download data,Negative,['Lainnya']
064282d2-c626-40d0-bca1-f8bbb50cb4f1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game pay to win bangke,1,0,,2025-07-01 20:32:24,"Dear player, every player can enjoy our game's rich game modes and gameplay for free, and any purchase of UC will not have any form of advantage. We hope that every player can have a pleasant gaming experience in PUBG MOBILE. If you have any suggestions, you can provide feedback to us through the in-game customer service.",2025-07-02 08:55:22,,game pay to win bangke,Negative,['Lainnya']
19ccadbe-aa9c-4d35-93ba-73619ce4d8bf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,biasanya,5,0,,2025-07-01 20:21:57,,,,biasanya,Positive,['Lainnya']
44a5fa09-4bdb-4ba3-acf8-4bb46679c9d3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,luar biasa game yang mantap,5,0,,2025-07-01 20:12:35,,,,luar biasa game yang mantap,Positive,['Lainnya']
